WARNING: radv is not a conformant Vulkan implementation, testing use only.
0.00.034.153 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.034.314 W srv  llama_server: -----------------
0.00.034.316 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.034.316 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.034.316 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.034.316 W srv  llama_server: -----------------
0.00.035.479 I srv    load_model: loading model '/home/ransika/applications/llama-cpp/models/qwen/ista-daslab/Qwen3.8-27B-GSQ-RCO-IQ3_XXS-mtp.gguf'
0.12.520.783 I cmn          init: llama threadpool init, n_threads = 8
0.12.521.046 W cmn  common_init_: KV cache shifting is not supported for this context, disabling KV cache shifting
0.12.605.982 I common_speculative_init_result: creating MTP draft context against the target model '/home/ransika/applications/llama-cpp/models/qwen/ista-daslab/Qwen3.8-27B-GSQ-RCO-IQ3_XXS-mtp.gguf'
0.12.703.159 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 106496, kv_unified = 'true'
0.12.732.576 I srv  llama_server: model loaded
0.12.732.583 I srv  llama_server: listening on http://0.0.0.0:8080
0.12.732.584 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.12.732.584 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.13.067.237 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
26.04.623.110 I slot print_timing: id  2 | task 6860 | prompt processing, n_tokens =  16426, progress = 0.79, t =  31.85 s / 515.71 tokens per second
26.07.123.882 I slot print_timing: id  2 | task 6860 | prompt processing, n_tokens =  17450, progress = 0.84, t =  34.33 s / 508.29 tokens per second
26.09.675.250 I slot print_timing: id  2 | task 6860 | prompt processing, n_tokens =  18474, progress = 0.89, t =  36.85 s / 501.27 tokens per second
26.12.278.084 I slot print_timing: id  2 | task 6860 | prompt processing, n_tokens =  19498, progress = 0.94, t =  39.43 s / 494.46 tokens per second
26.14.311.965 I slot print_timing: id  2 | task 6860 | prompt processing, n_tokens =  20247, progress = 0.98, t =  42.08 s / 481.18 tokens per second
26.15.708.874 I slot print_timing: id  2 | task 6860 | prompt processing, n_tokens =  20759, progress = 1.00, t =  42.88 s / 484.14 tokens per second
26.15.710.661 W slot create_check: id  2 | task 6860 | erasing old context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.684 MiB)
26.18.933.075 I slot print_timing: id  2 | task 6860 | n_gen =    104, tg =  33.87 t/s, tg_3s =  34.19 t/s
26.21.951.754 I slot print_timing: id  2 | task 6860 | n_gen =    217, tg =  35.64 t/s, tg_3s =  37.43 t/s
26.24.997.034 I slot print_timing: id  2 | task 6860 | n_gen =    325, tg =  35.58 t/s, tg_3s =  35.46 t/s
26.28.054.561 I slot print_timing: id  2 | task 6860 | n_gen =    435, tg =  35.68 t/s, tg_3s =  35.98 t/s
26.31.100.438 I slot print_timing: id  2 | task 6860 | n_gen =    541, tg =  35.51 t/s, tg_3s =  34.80 t/s
26.34.147.641 I slot print_timing: id  2 | task 6860 | n_gen =    643, tg =  35.17 t/s, tg_3s =  33.47 t/s
26.37.174.995 I slot print_timing: id  2 | task 6860 | n_gen =    745, tg =  34.96 t/s, tg_3s =  33.69 t/s
26.40.214.956 I slot print_timing: id  2 | task 6860 | n_gen =    840, tg =  34.49 t/s, tg_3s =  31.25 t/s
26.43.276.379 I slot print_timing: id  2 | task 6860 | n_gen =    940, tg =  34.29 t/s, tg_3s =  32.66 t/s
26.46.320.468 I slot print_timing: id  2 | task 6860 | n_gen =   1035, tg =  33.98 t/s, tg_3s =  31.21 t/s
26.49.385.411 I slot print_timing: id  2 | task 6860 | n_gen =   1136, tg =  33.89 t/s, tg_3s =  32.95 t/s
26.52.450.317 I slot print_timing: id  2 | task 6860 | n_gen =   1234, tg =  33.73 t/s, tg_3s =  31.97 t/s
26.55.499.185 I slot print_timing: id  2 | task 6860 | n_gen =   1329, tg =  33.53 t/s, tg_3s =  31.16 t/s
26.58.519.071 I slot print_timing: id  2 | task 6860 | n_gen =   1420, tg =  33.29 t/s, tg_3s =  30.13 t/s
27.01.570.652 I slot print_timing: id  2 | task 6860 | n_gen =   1506, tg =  32.95 t/s, tg_3s =  28.18 t/s
27.04.591.782 I slot print_timing: id  2 | task 6860 | n_gen =   1613, tg =  33.10 t/s, tg_3s =  35.42 t/s
27.07.666.724 I slot print_timing: id  2 | task 6860 | n_gen =   1723, tg =  33.26 t/s, tg_3s =  35.77 t/s
27.10.695.852 I slot print_timing: id  2 | task 6860 | n_gen =   1833, tg =  33.43 t/s, tg_3s =  36.31 t/s
27.13.725.268 I slot print_timing: id  2 | task 6860 | n_gen =   1923, tg =  33.23 t/s, tg_3s =  29.71 t/s
27.16.549.205 I slot print_timing: id  2 | task 6860 | prompt eval time =   44366.99 ms / 20763 tokens (    2.14 ms per token,   467.98 tokens per second)
27.16.549.216 I slot print_timing: id  2 | task 6860 |        eval time =   60656.93 ms /  2007 tokens (   30.24 ms per token,    33.07 tokens per second)
27.16.549.220 I slot print_timing: id  2 | task 6860 |       total time =  105023.92 ms / 22770 tokens
27.16.549.221 I slot print_timing: id  2 | task 6860 |    graphs reused =       7093
27.16.549.231 I slot print_timing: id  2 | task 6860 | draft acceptance = 0.76545 ( 1214 accepted /  1586 generated), mean len =  2.53
27.16.551.127 I slot      release: id  2 | task 6860 | stop processing: n_tokens = 22770, truncated = 0
27.16.639.105 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 163355835026
27.16.639.162 I slot launch_slot_: id  1 | task 7677 | processing task, is_child = 0
27.16.640.716 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 914.861 MiB)
27.22.465.966 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =   3114, progress = 0.15, t =   4.48 s / 694.59 tokens per second
27.24.282.044 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =   4138, progress = 0.20, t =   6.27 s / 659.65 tokens per second
27.26.149.921 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =   5162, progress = 0.25, t =   8.11 s / 636.17 tokens per second
27.28.068.459 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =   6186, progress = 0.30, t =  10.01 s / 618.09 tokens per second
27.30.039.428 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =   7210, progress = 0.35, t =  11.95 s / 603.22 tokens per second
27.32.071.159 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =   8234, progress = 0.40, t =  13.95 s / 590.12 tokens per second
27.34.154.746 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =   9258, progress = 0.45, t =  16.01 s / 578.23 tokens per second
27.36.290.398 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =  10282, progress = 0.50, t =  18.12 s / 567.40 tokens per second
27.38.479.235 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =  11306, progress = 0.55, t =  20.28 s / 557.43 tokens per second
27.40.718.815 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =  12330, progress = 0.59, t =  22.50 s / 548.08 tokens per second
27.43.008.715 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =  13354, progress = 0.64, t =  24.76 s / 539.30 tokens per second
27.45.351.876 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =  14378, progress = 0.69, t =  27.08 s / 530.99 tokens per second
27.47.743.618 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =  15402, progress = 0.74, t =  29.44 s / 523.10 tokens per second
27.50.195.157 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =  16426, progress = 0.79, t =  31.87 s / 515.42 tokens per second
27.52.694.471 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =  17450, progress = 0.84, t =  34.34 s / 508.11 tokens per second
27.55.246.543 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =  18474, progress = 0.89, t =  36.87 s / 501.11 tokens per second
27.57.845.723 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =  19498, progress = 0.94, t =  39.44 s / 494.35 tokens per second
27.59.815.876 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =  20215, progress = 0.98, t =  42.06 s / 480.57 tokens per second
28.01.207.272 I slot print_timing: id  1 | task 7677 | prompt processing, n_tokens =  20727, progress = 1.00, t =  42.83 s / 483.97 tokens per second
28.01.208.987 W slot create_check: id  1 | task 7677 | erasing old context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.684 MiB)
28.04.431.707 I slot print_timing: id  1 | task 7677 | n_gen =    116, tg =  37.63 t/s, tg_3s =  37.96 t/s
28.07.472.576 I slot print_timing: id  1 | task 7677 | n_gen =    225, tg =  36.74 t/s, tg_3s =  35.85 t/s
28.10.527.318 I slot print_timing: id  1 | task 7677 | n_gen =    320, tg =  34.86 t/s, tg_3s =  31.10 t/s
28.11.901.989 I slot print_timing: id  1 | task 7677 | prompt eval time =   44293.85 ms / 20731 tokens (    2.14 ms per token,   468.03 tokens per second)
28.11.901.993 I slot print_timing: id  1 | task 7677 |        eval time =   10526.28 ms /   362 tokens (   29.16 ms per token,    34.30 tokens per second)
28.11.901.994 I slot print_timing: id  1 | task 7677 |       total time =   54820.12 ms / 21093 tokens
28.11.901.994 I slot print_timing: id  1 | task 7677 |    graphs reused =       7226
28.11.901.997 I slot print_timing: id  1 | task 7677 | draft acceptance = 0.82721 (  225 accepted /   272 generated), mean len =  2.65
28.11.902.541 I slot      release: id  1 | task 7677 | stop processing: n_tokens = 21092, truncated = 0
28.11.979.171 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 163574394086
28.11.979.260 I slot launch_slot_: id  0 | task 7837 | processing task, is_child = 0
28.11.981.170 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1882.763 MiB)
28.17.857.441 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =   3114, progress = 0.13, t =   4.48 s / 695.26 tokens per second
28.19.672.267 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =   4138, progress = 0.17, t =   6.27 s / 660.20 tokens per second
28.21.538.889 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =   5162, progress = 0.21, t =   8.11 s / 636.57 tokens per second
28.23.457.217 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =   6186, progress = 0.26, t =  10.00 s / 618.54 tokens per second
28.25.428.058 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =   7210, progress = 0.30, t =  11.95 s / 603.60 tokens per second
28.27.457.638 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =   8234, progress = 0.34, t =  13.94 s / 590.48 tokens per second
28.29.540.923 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =   9258, progress = 0.38, t =  16.00 s / 578.54 tokens per second
28.31.676.042 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  10282, progress = 0.43, t =  18.11 s / 567.73 tokens per second
28.33.863.829 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  11306, progress = 0.47, t =  20.27 s / 557.70 tokens per second
28.36.103.062 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  12330, progress = 0.51, t =  22.49 s / 548.36 tokens per second
28.38.390.721 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  13354, progress = 0.55, t =  24.75 s / 539.58 tokens per second
28.40.730.525 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  14378, progress = 0.60, t =  27.06 s / 531.25 tokens per second
28.43.120.478 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  15402, progress = 0.64, t =  29.43 s / 523.39 tokens per second
28.45.571.497 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  16426, progress = 0.68, t =  31.85 s / 515.76 tokens per second
28.48.071.030 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  17450, progress = 0.72, t =  34.33 s / 508.37 tokens per second
28.50.617.427 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  18474, progress = 0.77, t =  36.85 s / 501.36 tokens per second
28.53.215.414 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  19498, progress = 0.81, t =  39.42 s / 494.64 tokens per second
28.55.865.714 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  20522, progress = 0.85, t =  42.04 s / 488.15 tokens per second
28.58.567.723 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  21546, progress = 0.89, t =  44.72 s / 481.81 tokens per second
29.01.321.843 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  22570, progress = 0.94, t =  47.45 s / 475.70 tokens per second
29.04.122.894 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  23570, progress = 0.98, t =  50.23 s / 469.25 tokens per second
29.05.599.579 I slot print_timing: id  0 | task 7837 | prompt processing, n_tokens =  24082, progress = 1.00, t =  51.74 s / 465.47 tokens per second
29.05.601.466 W slot create_check: id  0 | task 7837 | erasing old context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.684 MiB)
29.08.800.018 I slot print_timing: id  0 | task 7837 | n_gen =    107, tg =  35.04 t/s, tg_3s =  35.37 t/s
29.11.813.105 I slot print_timing: id  0 | task 7837 | n_gen =    199, tg =  32.79 t/s, tg_3s =  30.53 t/s
29.12.505.170 I slot print_timing: id  0 | task 7837 | prompt eval time =   53297.60 ms / 24086 tokens (    2.21 ms per token,   451.92 tokens per second)
29.12.505.180 I slot print_timing: id  0 | task 7837 |        eval time =    6729.34 ms /   220 tokens (   30.73 ms per token,    32.54 tokens per second)
29.12.505.183 I slot print_timing: id  0 | task 7837 |       total time =   60026.95 ms / 24306 tokens
29.12.505.184 I slot print_timing: id  0 | task 7837 |    graphs reused =       7312
29.12.505.194 I slot print_timing: id  0 | task 7837 | draft acceptance = 0.75862 (  132 accepted /   174 generated), mean len =  2.52
29.12.507.359 I slot      release: id  0 | task 7837 | stop processing: n_tokens = 24305, truncated = 0
29.12.598.859 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 163745538723
29.12.598.958 I slot launch_slot_: id  3 | task 7951 | processing task, is_child = 0
29.12.600.454 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1144.532 MiB)
29.18.437.145 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =   3114, progress = 0.14, t =   4.48 s / 694.76 tokens per second
29.20.253.088 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =   4138, progress = 0.19, t =   6.27 s / 659.67 tokens per second
29.22.120.223 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =   5162, progress = 0.23, t =   8.11 s / 636.22 tokens per second
29.24.038.347 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =   6186, progress = 0.28, t =  10.01 s / 618.21 tokens per second
29.26.008.986 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =   7210, progress = 0.32, t =  11.95 s / 603.31 tokens per second
29.28.041.084 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =   8234, progress = 0.37, t =  13.95 s / 590.22 tokens per second
29.30.125.357 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =   9258, progress = 0.41, t =  16.01 s / 578.27 tokens per second
29.32.264.002 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =  10282, progress = 0.46, t =  18.12 s / 567.43 tokens per second
29.34.455.216 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =  11306, progress = 0.51, t =  20.28 s / 557.36 tokens per second
29.36.697.406 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =  12330, progress = 0.55, t =  22.50 s / 547.98 tokens per second
29.38.985.931 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =  13354, progress = 0.60, t =  24.77 s / 539.16 tokens per second
29.41.324.416 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =  14378, progress = 0.64, t =  27.08 s / 530.94 tokens per second
29.43.718.228 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =  15402, progress = 0.69, t =  29.45 s / 523.07 tokens per second
29.46.171.058 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =  16426, progress = 0.74, t =  31.87 s / 515.37 tokens per second
29.48.670.472 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =  17450, progress = 0.78, t =  34.35 s / 508.06 tokens per second
29.51.217.359 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =  18474, progress = 0.83, t =  36.87 s / 501.04 tokens per second
29.53.814.399 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =  19498, progress = 0.87, t =  39.44 s / 494.34 tokens per second
29.56.463.824 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =  20522, progress = 0.92, t =  42.06 s / 487.87 tokens per second
29.59.169.160 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =  21546, progress = 0.96, t =  44.74 s / 481.56 tokens per second
30.00.057.267 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =  21814, progress = 0.98, t =  46.16 s / 472.53 tokens per second
30.01.487.577 I slot print_timing: id  3 | task 7951 | prompt processing, n_tokens =  22326, progress = 1.00, t =  47.10 s / 474.06 tokens per second
30.01.489.373 W slot create_check: id  3 | task 7951 | erasing old context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.684 MiB)
30.04.718.264 I slot print_timing: id  3 | task 7951 | n_gen =    107, tg =  34.63 t/s, tg_3s =  34.95 t/s
30.05.184.199 I slot print_timing: id  3 | task 7951 | prompt eval time =   48603.15 ms / 22330 tokens (    2.18 ms per token,   459.44 tokens per second)
30.05.184.202 I slot print_timing: id  3 | task 7951 |        eval time =    3527.28 ms /   120 tokens (   29.64 ms per token,    33.74 tokens per second)
30.05.184.203 I slot print_timing: id  3 | task 7951 |       total time =   52130.43 ms / 22450 tokens
30.05.184.204 I slot print_timing: id  3 | task 7951 |    graphs reused =       7357
30.05.184.207 I slot print_timing: id  3 | task 7951 | draft acceptance = 0.80435 (   74 accepted /    92 generated), mean len =  2.61
30.05.184.774 I slot      release: id  3 | task 7951 | stop processing: n_tokens = 22450, truncated = 0
30.05.227.604 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = 163852029852
30.05.227.664 I slot launch_slot_: id  2 | task 8023 | processing task, is_child = 0
30.05.230.758 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 1025.696 MiB)
30.11.087.650 I slot print_timing: id  2 | task 8023 | prompt processing, n_tokens =   3114, progress = 0.25, t =   4.48 s / 694.62 tokens per second
30.12.903.058 I slot print_timing: id  2 | task 8023 | prompt processing, n_tokens =   4138, progress = 0.33, t =   6.27 s / 659.57 tokens per second
30.14.770.532 I slot print_timing: id  2 | task 8023 | prompt processing, n_tokens =   5162, progress = 0.41, t =   8.12 s / 636.08 tokens per second
30.16.690.664 I slot print_timing: id  2 | task 8023 | prompt processing, n_tokens =   6186, progress = 0.50, t =  10.01 s / 618.07 tokens per second
30.18.660.908 I slot print_timing: id  2 | task 8023 | prompt processing, n_tokens =   7210, progress = 0.58, t =  11.95 s / 603.14 tokens per second
30.20.692.680 I slot print_timing: id  2 | task 8023 | prompt processing, n_tokens =   8234, progress = 0.66, t =  13.95 s / 590.07 tokens per second
30.22.776.896 I slot print_timing: id  2 | task 8023 | prompt processing, n_tokens =   9258, progress = 0.74, t =  16.01 s / 578.15 tokens per second
30.24.912.760 I slot print_timing: id  2 | task 8023 | prompt processing, n_tokens =  10282, progress = 0.82, t =  18.12 s / 567.32 tokens per second
30.27.102.020 I slot print_timing: id  2 | task 8023 | prompt processing, n_tokens =  11306, progress = 0.91, t =  20.28 s / 557.37 tokens per second
30.28.719.778 I slot print_timing: id  2 | task 8023 | prompt processing, n_tokens =  11967, progress = 0.96, t =  22.50 s / 531.93 tokens per second
30.29.905.272 I slot print_timing: id  2 | task 8023 | prompt processing, n_tokens =  12479, progress = 1.00, t =  23.10 s / 540.24 tokens per second
30.29.906.304 W slot create_check: id  2 | task 8023 | erasing old context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.684 MiB)
30.33.110.331 I slot print_timing: id  2 | task 8023 | n_gen =    104, tg =  33.87 t/s, tg_3s =  34.20 t/s
30.36.155.048 I slot print_timing: id  2 | task 8023 | n_gen =    207, tg =  33.85 t/s, tg_3s =  33.83 t/s
30.39.183.544 I slot print_timing: id  2 | task 8023 | n_gen =    301, tg =  32.92 t/s, tg_3s =  31.04 t/s
30.40.469.450 I slot print_timing: id  2 | task 8023 | prompt eval time =   24367.34 ms / 12483 tokens (    1.95 ms per token,   512.28 tokens per second)
30.40.469.455 I slot print_timing: id  2 | task 8023 |        eval time =   10399.98 ms /   344 tokens (   30.32 ms per token,    32.98 tokens per second)
30.40.469.455 I slot print_timing: id  2 | task 8023 |       total time =   34767.32 ms / 12827 tokens
30.40.469.456 I slot print_timing: id  2 | task 8023 |    graphs reused =       7498
30.40.469.459 I slot print_timing: id  2 | task 8023 | draft acceptance = 0.69097 (  199 accepted /   288 generated), mean len =  2.38
30.40.469.811 I slot      release: id  2 | task 8023 | stop processing: n_tokens = 12826, truncated = 0
30.40.526.200 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = 163907381266
30.40.526.264 I slot launch_slot_: id  1 | task 8183 | processing task, is_child = 0
30.46.226.710 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =   3114, progress = 0.18, t =   4.48 s / 695.15 tokens per second
30.48.043.030 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =   4138, progress = 0.23, t =   6.27 s / 660.03 tokens per second
30.49.910.671 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =   5162, progress = 0.29, t =   8.11 s / 636.41 tokens per second
30.51.830.254 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =   6186, progress = 0.35, t =  10.00 s / 618.34 tokens per second
30.53.801.789 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =   7210, progress = 0.41, t =  11.95 s / 603.38 tokens per second
30.55.831.572 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =   8234, progress = 0.46, t =  13.95 s / 590.28 tokens per second
30.57.916.160 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =   9258, progress = 0.52, t =  16.01 s / 578.34 tokens per second
31.00.051.506 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =  10282, progress = 0.58, t =  18.12 s / 567.53 tokens per second
31.02.238.622 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =  11306, progress = 0.64, t =  20.28 s / 557.55 tokens per second
31.04.476.903 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =  12330, progress = 0.70, t =  22.49 s / 548.23 tokens per second
31.06.767.789 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =  13354, progress = 0.75, t =  24.76 s / 539.43 tokens per second
31.09.107.070 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =  14378, progress = 0.81, t =  27.07 s / 531.13 tokens per second
31.11.504.940 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =  15402, progress = 0.87, t =  29.43 s / 523.26 tokens per second
31.13.960.981 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =  16426, progress = 0.93, t =  31.87 s / 515.44 tokens per second
31.16.052.156 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =  17223, progress = 0.97, t =  34.34 s / 501.52 tokens per second
31.17.379.765 I slot print_timing: id  1 | task 8183 | prompt processing, n_tokens =  17735, progress = 1.00, t =  35.30 s / 502.47 tokens per second
31.17.381.323 W slot create_check: id  1 | task 8183 | erasing old context checkpoint (pos_min = 41, pos_max = 41, n_tokens = 42, size = 149.684 MiB)
31.20.552.059 I slot print_timing: id  1 | task 8183 | n_gen =    111, tg =  36.61 t/s, tg_3s =  36.94 t/s
31.20.776.077 I slot print_timing: id  1 | task 8183 | prompt eval time =   36701.15 ms / 17739 tokens (    2.07 ms per token,   483.34 tokens per second)
31.20.776.088 I slot print_timing: id  1 | task 8183 |        eval time =    3227.70 ms /   120 tokens (   27.12 ms per token,    36.87 tokens per second)
31.20.776.092 I slot print_timing: id  1 | task 8183 |       total time =   39928.86 ms / 17859 tokens
31.20.776.094 I slot print_timing: id  1 | task 8183 |    graphs reused =       7540
31.20.776.104 I slot print_timing: id  1 | task 8183 | draft acceptance = 0.88372 (   76 accepted /    86 generated), mean len =  2.77
31.20.777.789 I slot      release: id  1 | task 8183 | stop processing: n_tokens = 17858, truncated = 0
31.20.861.859 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 163967986085
31.20.861.919 I slot launch_slot_: id  0 | task 8247 | processing task, is_child = 0
31.20.863.024 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 987.228 MiB)
31.26.625.998 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =   3114, progress = 0.14, t =   4.48 s / 694.90 tokens per second
31.28.441.880 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =   4138, progress = 0.19, t =   6.27 s / 659.91 tokens per second
31.30.309.163 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =   5162, progress = 0.23, t =   8.11 s / 636.32 tokens per second
31.32.228.682 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =   6186, progress = 0.28, t =  10.01 s / 618.26 tokens per second
31.34.199.089 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =   7210, progress = 0.32, t =  11.95 s / 603.31 tokens per second
31.36.229.633 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =   8234, progress = 0.37, t =  13.95 s / 590.26 tokens per second
31.38.315.243 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =   9258, progress = 0.41, t =  16.01 s / 578.33 tokens per second
31.40.450.383 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =  10282, progress = 0.46, t =  18.12 s / 567.48 tokens per second
31.42.638.467 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =  11306, progress = 0.51, t =  20.28 s / 557.50 tokens per second
31.44.878.788 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =  12330, progress = 0.55, t =  22.49 s / 548.16 tokens per second
31.47.169.002 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =  13354, progress = 0.60, t =  24.76 s / 539.38 tokens per second
31.49.507.452 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =  14378, progress = 0.64, t =  27.07 s / 531.07 tokens per second
31.51.905.055 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =  15402, progress = 0.69, t =  29.44 s / 523.18 tokens per second
31.54.356.243 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =  16426, progress = 0.73, t =  31.87 s / 515.42 tokens per second
31.56.856.788 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =  17450, progress = 0.78, t =  34.34 s / 508.11 tokens per second
31.59.409.753 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =  18474, progress = 0.83, t =  36.87 s / 501.10 tokens per second
32.02.007.638 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =  19498, progress = 0.87, t =  39.44 s / 494.32 tokens per second
32.04.658.514 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =  20522, progress = 0.92, t =  42.07 s / 487.82 tokens per second
32.07.361.296 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =  21546, progress = 0.96, t =  44.75 s / 481.52 tokens per second
32.08.301.439 I slot print_timing: id  0 | task 8247 | prompt processing, n_tokens =  21840, progress = 0.98, t =  46.17 s / 473.07 tokens per second
